id,journal_abbr,year,auto_code,llm_code,llm_reason
35937625,J Phys Ther Sci,2022,INCORRECT,INCORRECT,"No specific target mentioned, assumes pooled/raw data."
36628149,J Phys Ther Sci,2023,INCORRECT,INCORRECT,Data tested without specifying residuals or per-group analysis.
35527841,J Phys Ther Sci,2022,INCORRECT,INCORRECT,Unqualified statement about data normality.
32158074,J Phys Ther Sci,2020,INCORRECT,INCORRECT,"Shapiro-Wilk test applied to unqualified 'data', not residuals or per-group."
35698552,J Phys Ther Sci,2022,INCORRECT,INCORRECT,Normality test applied to pooled/raw data without specifying residuals or groups.
35400840,J Phys Ther Sci,2022,INCORRECT,INCORRECT,Shapiro-Wilk test used on unqualified 'continuous variables'.
36744201,J Phys Ther Sci,2023,INCORRECT,INCORRECT,Data tested without specifying residuals or per-group analysis.
36866013,J Phys Ther Sci,2023,INCORRECT,INCORRECT,"Unqualified normality test on unspecified data, not residuals or per-group."
38186966,J Phys Ther Sci,2024,INCORRECT,INCORRECT,"Normality test applied to variables, not residuals or per-group."
36118662,J Phys Ther Sci,2022,INCORRECT,ACCEPTABLE,Normality tested separately within each group.
36744198,J Phys Ther Sci,2023,INCORRECT,INCORRECT,"Normality test applied to pooled/raw endpoints, not residuals or per-group."
33814704,J Phys Ther Sci,2021,INCORRECT,INCORRECT,"Normality test on pooled/raw outcome data, not residuals or per-group."
34083880,J Phys Ther Sci,2021,INCORRECT,ACCEPTABLE,Normality checked within fall and non-fall groups separately.
32753788,J Phys Ther Sci,2020,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
37405182,J Phys Ther Sci,2023,INCORRECT,ACCEPTABLE,"Tests conducted within groups, not residuals or pooled data."
36866007,J Phys Ther Sci,2023,INCORRECT,INCORRECT,"Normality test applied to pooled/raw outcomes, not residuals or per-group."
37020831,J Phys Ther Sci,2023,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
36628136,J Phys Ther Sci,2023,INCORRECT,INCORRECT,"Normality test applied to pooled/raw parameters, not residuals or per-group."
35784609,J Phys Ther Sci,2022,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
36507077,J Phys Ther Sci,2022,INCORRECT,INCORRECT,Normality test applied to pooled/raw continuous variables.
35400830,J Phys Ther Sci,2022,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
35698557,J Phys Ther Sci,2022,INCORRECT,INCORRECT,Unqualified statement about data distribution test.
36213194,J Phys Ther Sci,2022,INCORRECT,INCORRECT,Normality test applied to pooled/raw continuous variables.
35291468,J Phys Ther Sci,2022,INCORRECT,INCORRECT,"Shapiro-Wilk test on unqualified 'data', not residuals or per-group."
36866003,J Phys Ther Sci,2023,INCORRECT,INCORRECT,"Normality tested on unqualified 'data', not residuals or per-group."
35527839,J Phys Ther Sci,2022,INCORRECT,INCORRECT,"Normality tested on parameters, not residuals or per-group."
33814703,J Phys Ther Sci,2021,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
32753783,J Phys Ther Sci,2020,INCORRECT,INCORRECT,"Shapiro-Wilk test applied to pooled/raw variables, not residuals or per-group."
33935357,J Phys Ther Sci,2021,INCORRECT,INCORRECT,Normality test applied to pooled/raw data without specifying residuals or groups.
36744193,J Phys Ther Sci,2023,INCORRECT,INCORRECT,Normality assessed without specifying residuals or per-group data.
33281297,J Phys Ther Sci,2020,INCORRECT,INCORRECT,"Normality test on pooled/raw data, not residuals or per-group."
34776618,J Phys Ther Sci,2021,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
34776619,J Phys Ther Sci,2021,INCORRECT,INCORRECT,Normality test applied to unqualified 'data sets'.
34393367,J Phys Ther Sci,2021,INCORRECT,INCORRECT,Data tested without specifying residuals or per-group analysis.
32982047,J Phys Ther Sci,2020,INCORRECT,INCORRECT,"Normality test on pooled/raw variables, not residuals or per-group."
36866015,J Phys Ther Sci,2023,INCORRECT,INCORRECT,"Normality assessed on parameters, not residuals or per-group."
34393372,J Phys Ther Sci,2021,INCORRECT,INCORRECT,"Tests normality of variables, not residuals or within groups."
35221517,J Phys Ther Sci,2022,INCORRECT,INCORRECT,"Normality test applied to variables, not residuals or per-group."
32184541,J Phys Ther Sci,2020,INCORRECT,INCORRECT,Tests applied to data without specifying residuals or groups.
35221516,J Phys Ther Sci,2022,INCORRECT,INCORRECT,Data tested without specifying residuals or groups.
33519076,J Phys Ther Sci,2021,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
35937631,J Phys Ther Sci,2022,INCORRECT,INCORRECT,"Normality assessed on pooled/raw data, not residuals or per-group."
34539071,J Phys Ther Sci,2021,INCORRECT,INCORRECT,"Tests normality of unqualified 'scale score', not residuals or per-group."
34873370,J Phys Ther Sci,2021,INCORRECT,INCORRECT,"Normality tested on variables, not residuals or per-group."
35291475,J Phys Ther Sci,2022,INCORRECT,INCORRECT,Normality test applied to pooled/raw data without residuals or per-group mention.
35698558,J Phys Ther Sci,2022,INCORRECT,INCORRECT,Data tested without specifying residuals or groups.
35400836,J Phys Ther Sci,2022,INCORRECT,INCORRECT,"Normality assessed on unqualified 'data', not residuals or per-group."
35784606,J Phys Ther Sci,2022,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
34776623,J Phys Ther Sci,2021,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
35784608,J Phys Ther Sci,2022,INCORRECT,INCORRECT,Data assessed without specifying residuals or per-group analysis.
38694011,J Phys Ther Sci,2024,INCORRECT,INCORRECT,Normality test applied to pooled baseline data without specifying residuals or groups.
36628148,J Phys Ther Sci,2023,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
34393366,J Phys Ther Sci,2021,INCORRECT,INCORRECT,Data tested without specifying residuals or groups.
33362348,J Phys Ther Sci,2020,INCORRECT,INCORRECT,Normality test applied to pooled/raw data without residuals or per-group mention.
34658514,J Phys Ther Sci,2021,INCORRECT,INCORRECT,"Normality test applied to variables, not residuals or per-group."
36118659,J Phys Ther Sci,2022,INCORRECT,INCORRECT,"Normality test applied to pooled data, not residuals or per-group."
33281288,J Phys Ther Sci,2020,INCORRECT,INCORRECT,"Normality tested on data, not residuals or per-group."
38562538,J Phys Ther Sci,2024,INCORRECT,UNCLEAR,No specific normality test target mentioned.
35291479,J Phys Ther Sci,2022,INCORRECT,INCORRECT,"Normality test applied to pooled/raw measurements, not residuals or per-group."
32982053,J Phys Ther Sci,2020,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
33132530,J Phys Ther Sci,2020,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
33362357,J Phys Ther Sci,2020,INCORRECT,INCORRECT,"Normality test applied to pooled data, not residuals or per-group."
29643575,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Normality test on outcome variables, not residuals or per-group."
32038067,J Phys Ther Sci,2019,INCORRECT,INCORRECT,Data tested without specifying residuals or per-group analysis.
35698549,J Phys Ther Sci,2022,INCORRECT,UNCLEAR,No clear target for normality test described.
26157243,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
34658513,J Phys Ther Sci,2021,INCORRECT,INCORRECT,Normality test applied to raw data without specifying residuals or groups.
34776614,J Phys Ther Sci,2021,INCORRECT,INCORRECT,"Normality test applied to pooled data, not residuals or per-group."
34083878,J Phys Ther Sci,2021,INCORRECT,INCORRECT,"Normality test applied to raw data, not residuals or per-group."
33281285,J Phys Ther Sci,2020,INCORRECT,INCORRECT,"Normality test applied to unqualified 'variables', not residuals or per-group."
35221510,J Phys Ther Sci,2022,INCORRECT,INCORRECT,Unqualified statement about testing data for normality.
34539065,J Phys Ther Sci,2021,INCORRECT,INCORRECT,Unqualified statement about testing data normality.
34219959,J Phys Ther Sci,2021,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
34177106,J Phys Ther Sci,2021,INCORRECT,INCORRECT,Data tested without specifying residuals or per-group analysis.
33935356,J Phys Ther Sci,2021,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
34083885,J Phys Ther Sci,2021,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
35221514,J Phys Ther Sci,2022,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
34083883,J Phys Ther Sci,2021,INCORRECT,INCORRECT,Data checked without specifying residuals or groups.
34219962,J Phys Ther Sci,2021,INCORRECT,INCORRECT,"Normality test applied to all data, not residuals or per-group."
28878476,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Normality test applied to pooled COM displacement data, not residuals or per-group."
33642688,J Phys Ther Sci,2021,INCORRECT,INCORRECT,"Tests applied to pooled/raw variables, not residuals or per-group."
32273651,J Phys Ther Sci,2020,MIXED,CORRECT,Normality of residuals was assessed using Shapiro-Wilk test.
33935354,J Phys Ther Sci,2021,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
26834336,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Tests applied to variables, not residuals or per-group."
31037018,J Phys Ther Sci,2019,INCORRECT,INCORRECT,"Normality tested on pooled/raw variables, not residuals or per-group."
27799674,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
33814718,J Phys Ther Sci,2021,INCORRECT,INCORRECT,"Shapiro-Wilk test applied to all data, not residuals or per-group."
32982056,J Phys Ther Sci,2020,INCORRECT,INCORRECT,"Normality test applied to pooled/raw variables, not residuals or per-group."
29643608,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
30349174,J Phys Ther Sci,2018,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
26644658,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality tested on variable distributions, not residuals or per-group."
29643588,J Phys Ther Sci,2017,ACCEPTABLE,INCORRECT,"Normality test applied to pooled/general characteristics, not residuals or per-group."
33814710,J Phys Ther Sci,2021,INCORRECT,INCORRECT,"Shapiro-Wilk test on unqualified 'data', not residuals or per-group."
33132528,J Phys Ther Sci,2020,INCORRECT,INCORRECT,Normality tested on all variables without specifying residuals or groups.
29410562,J Phys Ther Sci,2018,INCORRECT,INCORRECT,"Normality tested on pooled/raw data, not residuals or per-group."
30034094,J Phys Ther Sci,2018,INCORRECT,UNCLEAR,No clear normality test target described.
33362354,J Phys Ther Sci,2020,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
30858650,J Phys Ther Sci,2019,INCORRECT,INCORRECT,"Normality test applied to pooled data, not residuals or per-group."
29410578,J Phys Ther Sci,2018,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
28174464,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Data tested without specifying residuals or groups.
27390406,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to pooled data, not residuals or per-group."
33935364,J Phys Ther Sci,2021,INCORRECT,INCORRECT,Unqualified statement about testing data distribution.
32581428,J Phys Ther Sci,2020,INCORRECT,INCORRECT,Shapiro-Wilk test mentioned without specifying residuals or per-group target.
31871367,J Phys Ther Sci,2019,INCORRECT,UNCLEAR,No clear target for normality test described.
29950781,J Phys Ther Sci,2018,INCORRECT,UNCLEAR,No clear normality test target described.
32425353,J Phys Ther Sci,2020,INCORRECT,INCORRECT,Normality test applied to all data without specifying residuals or groups.
33362350,J Phys Ther Sci,2020,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
33642682,J Phys Ther Sci,2021,INCORRECT,INCORRECT,Normality test applied to pooled/raw dependent variables.
30154614,J Phys Ther Sci,2018,INCORRECT,INCORRECT,"Normality test applied to pooled/raw variables, not residuals or per-group."
33519066,J Phys Ther Sci,2021,INCORRECT,INCORRECT,Shapiro-Wilk test applied without specifying residuals or per-group data.
26504291,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to pooled/raw F-wave data, not residuals or per-group."
33281291,J Phys Ther Sci,2020,INCORRECT,INCORRECT,"Shapiro-Wilk test applied to pooled/raw data, not residuals or per-group."
29410587,J Phys Ther Sci,2018,INCORRECT,UNCLEAR,No clear normality test target described.
26957726,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality tests applied to pooled data, not residuals or per-group."
33642681,J Phys Ther Sci,2021,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
33132521,J Phys Ther Sci,2020,INCORRECT,INCORRECT,Normality check without specifying residuals or per-group data.
29184291,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
32158075,J Phys Ther Sci,2020,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
34177111,J Phys Ther Sci,2021,INCORRECT,INCORRECT,"Normality test applied to all data, not residuals or per-group."
29200620,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Tests applied to dependent variables, not residuals or per-group."
32184534,J Phys Ther Sci,2020,INCORRECT,INCORRECT,"Normality test on unqualified 'extracted data', not residuals or per-group."
32581426,J Phys Ther Sci,2020,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
31871376,J Phys Ther Sci,2019,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
31871381,J Phys Ther Sci,2019,INCORRECT,INCORRECT,"Shapiro-Wilk test on unqualified 'data', not residuals or per-group."
27512247,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality assessed on unqualified 'data', not residuals or per-group."
30349154,J Phys Ther Sci,2018,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
28265138,J Phys Ther Sci,2017,INCORRECT,UNCLEAR,No specific normality test target mentioned.
28356638,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Tests applied to variables, not residuals or per-group."
31036998,J Phys Ther Sci,2019,INCORRECT,INCORRECT,"Normality test applied to variables, not residuals or per-group."
31417226,J Phys Ther Sci,2019,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
31527997,J Phys Ther Sci,2019,INCORRECT,INCORRECT,"Normality test applied to variables, not residuals or per-group."
32158069,J Phys Ther Sci,2020,INCORRECT,INCORRECT,Normality test applied to pooled/raw continuous variables.
31645808,J Phys Ther Sci,2019,INCORRECT,INCORRECT,"Normality test on all variables, not residuals or per-group."
31645806,J Phys Ther Sci,2019,INCORRECT,INCORRECT,Normality test applied to unqualified 'variables'.
32884167,J Phys Ther Sci,2020,ACCEPTABLE,ACCEPTABLE,Normality tested in both groups before experiments.
31417212,J Phys Ther Sci,2019,INCORRECT,INCORRECT,"Normality test on results, not residuals or per-group."
27821923,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
27799694,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Shapiro-Wilk test applied to data without specifying residuals or groups.
29643586,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Normality test applied to raw data, not residuals or per-group."
27821933,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
30568339,J Phys Ther Sci,2018,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
29765186,J Phys Ther Sci,2018,INCORRECT,INCORRECT,Tests normality of pooled/raw data without specifying residuals or groups.
31871371,J Phys Ther Sci,2019,INCORRECT,INCORRECT,"Normality assessed on variables, not residuals or per-group."
30936637,J Phys Ther Sci,2019,INCORRECT,INCORRECT,"Normality assessed on parameters, not residuals or per-group."
30214116,J Phys Ther Sci,2018,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
29545706,J Phys Ther Sci,2018,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
29410564,J Phys Ther Sci,2018,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
27942133,J Phys Ther Sci,2016,ACCEPTABLE,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
31037005,J Phys Ther Sci,2019,INCORRECT,ACCEPTABLE,Normality tested separately within each group using Shapiro-Wilk test.
28931985,J Phys Ther Sci,2017,INCORRECT,INCORRECT,Shapiro-Wilk test applied to data without specifying residuals or groups.
34873377,J Phys Ther Sci,2021,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
29200616,J Phys Ther Sci,2017,INCORRECT,INCORRECT,Normality test applied to pooled/raw data without specifying residuals or groups.
30936646,J Phys Ther Sci,2019,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
29410573,J Phys Ther Sci,2018,INCORRECT,ACCEPTABLE,"Shapiro-Wilk test applied within each subject, not residuals or pooled data."
32158073,J Phys Ther Sci,2020,INCORRECT,INCORRECT,"Normality tested on pooled/raw data, not residuals or per-group."
26834354,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to pooled F-wave data, not residuals or per-group."
26834351,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
29200634,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
30858663,J Phys Ther Sci,2019,INCORRECT,ACCEPTABLE,Shapiro-Wilk test conducted within pain and no pain groups.
28533619,J Phys Ther Sci,2017,INCORRECT,INCORRECT,Shapiro-Wilk test applied to data without specifying residuals or groups.
29184302,J Phys Ther Sci,2017,ACCEPTABLE,ACCEPTABLE,Normality tested within each group separately.
31164777,J Phys Ther Sci,2019,INCORRECT,INCORRECT,"Normality test applied to unqualified 'values', not residuals or per-group."
29545680,J Phys Ther Sci,2018,INCORRECT,UNCLEAR,Lacks clarity on whether residuals or raw data were tested.
28265172,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Normality test applied to pooled predictor variables, not residuals or per-group."
26644656,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality tested on variables, not residuals or per-group."
31645803,J Phys Ther Sci,2019,INCORRECT,INCORRECT,Data tested without specifying residuals or per-group analysis.
29643584,J Phys Ther Sci,2017,INCORRECT,INCORRECT,Unqualified statement about normal distribution test.
36628147,J Phys Ther Sci,2023,INCORRECT,INCORRECT,Normality tested on pooled/raw data without residuals or per-group mention.
31037008,J Phys Ther Sci,2019,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
31871373,J Phys Ther Sci,2019,INCORRECT,INCORRECT,"Normality test applied to raw variables, not residuals or per-group."
28603357,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Tests applied to dependent variables, not residuals or per-group."
32082032,J Phys Ther Sci,2020,INCORRECT,INCORRECT,Normality test applied to pooled/raw data without specifying residuals or groups.
28356646,J Phys Ther Sci,2017,INCORRECT,INCORRECT,Normality test on unqualified 'outcome variables'.
30568340,J Phys Ther Sci,2018,INCORRECT,INCORRECT,Normality assessed on pooled/raw data without residuals or per-group mention.
28744048,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
27630410,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Shapiro-Wilk test on variables, not residuals or per-group."
31417225,J Phys Ther Sci,2019,INCORRECT,INCORRECT,"Normality test applied to variables, not residuals or per-group."
29581659,J Phys Ther Sci,2018,INCORRECT,INCORRECT,Normality test applied to pooled/raw data without specifying residuals or groups.
30349172,J Phys Ther Sci,2018,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
31037007,J Phys Ther Sci,2019,INCORRECT,INCORRECT,"Shapiro Wilk test used on unqualified 'data', not residuals or per-group."
27134401,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test on pooled/raw measured values, not residuals or per-group."
31037019,J Phys Ther Sci,2019,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
32082031,J Phys Ther Sci,2020,INCORRECT,INCORRECT,"Shapiro-Wilk test on unqualified 'data', not residuals or per-group."
27313386,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
28878449,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
29184310,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
29133972,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
29581671,J Phys Ther Sci,2018,INCORRECT,INCORRECT,"Normality test applied to dependent variables, not residuals or per-group."
26311979,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Normality test applied to pooled/raw data without specifying groups or residuals.
30568330,J Phys Ther Sci,2018,INCORRECT,INCORRECT,"Normality test applied to all parameters, not residuals or per-group."
28356648,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Normality test on unqualified 'data', not residuals or per-group."
31417221,J Phys Ther Sci,2019,INCORRECT,INCORRECT,"Normality test applied to pooled/raw variables, not residuals or per-group."
28533589,J Phys Ther Sci,2017,INCORRECT,INCORRECT,Data tested without specifying residuals or groups.
29184300,J Phys Ther Sci,2017,INCORRECT,ACCEPTABLE,Normality tested separately within experimental and control groups.
35784605,J Phys Ther Sci,2022,INCORRECT,INCORRECT,"Tests normality on unqualified 'data', not residuals or per-group."
27942123,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test on unqualified 'data', not residuals or per-group."
28265143,J Phys Ther Sci,2017,INCORRECT,INCORRECT,Unqualified statement about testing data for normality.
30858662,J Phys Ther Sci,2019,ACCEPTABLE,INCORRECT,Test applied to variables without specifying residuals or per-group.
28744049,J Phys Ther Sci,2017,INCORRECT,INCORRECT,Data tested without specifying residuals or per-group analysis.
27064981,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Unqualified statement about testing data for normality.
26696725,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test on outcome variables, not residuals or per-group."
27313356,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Data tested without specifying residuals or per-group analysis.
27799691,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test on variables, not residuals or per-group."
27390425,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
30349169,J Phys Ther Sci,2018,INCORRECT,INCORRECT,Normality test applied to pooled/raw data without specifying residuals or groups.
30349165,J Phys Ther Sci,2018,INCORRECT,INCORRECT,"Normality tested on measured values, not residuals or per-group."
31037016,J Phys Ther Sci,2019,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
26644697,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
25995542,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Normality test applied to raw data without residuals or per-group context.
27630413,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to pooled/raw measurement data, not residuals or per-group."
27630434,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Shapiro-Wilk test applied without specifying residuals or per-group data.
28626311,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Unqualified normality test on unspecified data, not residuals or per-group."
32158077,J Phys Ther Sci,2020,INCORRECT,INCORRECT,Normality test applied to all dependent variables without specifying residuals or groups.
29706710,J Phys Ther Sci,2018,INCORRECT,INCORRECT,"Normality test applied to pooled outcome variables, not residuals or per-group."
30464372,J Phys Ther Sci,2018,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
28932007,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
25995561,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
28931993,J Phys Ther Sci,2017,INCORRECT,INCORRECT,Tests normality on pooled/raw data without specifying residuals or groups.
29200650,J Phys Ther Sci,2017,INCORRECT,INCORRECT,Data tested without specifying residuals or per-group analysis.
30034102,J Phys Ther Sci,2018,INCORRECT,INCORRECT,"Normality test on unqualified 'data', not residuals or per-group."
27630407,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Tests normality of variables, not residuals or per-group."
26696727,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test applied to raw items, not residuals or per-group."
28878478,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
29545690,J Phys Ther Sci,2018,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
29950758,J Phys Ther Sci,2018,INCORRECT,INCORRECT,"Normality test applied to pooled/raw variables, not residuals or per-group."
28356650,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Normality check unqualified, implies pooled/raw data."
27313351,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
27512286,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Normality test applied to pooled/raw data without specifying residuals or groups.
26357424,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Shapiro-Wilk test on dependent variables, not residuals or per-group."
30568324,J Phys Ther Sci,2018,INCORRECT,INCORRECT,"Normality test applied to variables, not residuals or per-group."
28265151,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Normality test applied to unqualified 'variables', not residuals or per-group."
27799662,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Data tested without specifying residuals or per-group analysis.
27799685,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to unqualified 'subjects', not residuals or per-group."
30154601,J Phys Ther Sci,2018,ACCEPTABLE,INCORRECT,"Normality test applied to unqualified 'data', not residuals or per-group."
27942131,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to unqualified variables, not residuals or per-group."
28603366,J Phys Ther Sci,2017,INCORRECT,INCORRECT,Tests applied to all variables without specifying residuals or groups.
25729169,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test on pooled/raw measured values, not residuals or per-group."
28744047,J Phys Ther Sci,2017,INCORRECT,INCORRECT,Normality test applied to pooled/raw data without specifying groups or residuals.
29643601,J Phys Ther Sci,2017,INCORRECT,INCORRECT,Unqualified normality test on 'measurement variables'.
27065545,J Phys Ther Sci,2016,MIXED,CORRECT,"Normality test applied to residuals, not pooled data."
26834344,J Phys Ther Sci,2015,INCORRECT,INCORRECT,Normality test applied to data without specifying residuals or groups.
27799686,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Tests applied to pooled/raw variables, not residuals or per-group."
27942152,J Phys Ther Sci,2016,INCORRECT,INCORRECT,Shapiro-Wilk test applied to slopes without specifying residuals or groups.
27942122,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Test applied to pooled/raw data, not residuals or per-group."
26180316,J Phys Ther Sci,2015,INCORRECT,INCORRECT,"Normality test on unqualified 'data', not residuals or per-group."
26157261,J Phys Ther Sci,2015,ACCEPTABLE,ACCEPTABLE,Normality tested within each group separately.
28356629,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Normality test on pooled/raw data, not residuals or per-group."
28626324,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Normality tested on all measurement data, not residuals or per-group."
28265142,J Phys Ther Sci,2017,INCORRECT,INCORRECT,"Test applied to variables, not residuals or within groups."
30349152,J Phys Ther Sci,2018,INCORRECT,UNCLEAR,No normality test target specified or described.
27630424,J Phys Ther Sci,2016,INCORRECT,INCORRECT,"Normality test applied to pooled/raw data, not residuals or per-group."
